5850	1000	32	64	867.	69.25	130744320
5850	1000	32	1000	2769.	1653.72	131112960
5750	1000	33	66	175.	67.65	124846080
5750	1000	33	1000	1701.	1611.92	125276160
5650	1000	33	66	588.	65.96	119992320
5650	1000	33	1000	1650.	1649.84	120360960
5550	1000	33	66	59.	61.99	114524160
5550	1000	33	1000	1469.	1462.86	114831360
5450	1000	34	68	121.	59.25	115998720
5450	1000	34	1000	1631.	1543.25	116060160
5350	1000	34	68	55.	57.18	111083520
5350	1000	34	1000	1499.	1488.96	111267840
5250	1000	34	68	54.	56.2	105799680
5250	1000	34	1000	1418.	1420.29	106045440
5150	1000	35	70	53.	54.86	100700160
5150	1000	35	1000	1365.	1367.48	101068800
5050	1000	35	70	53.	54.63	100515840
5050	1000	35	1000	1209.	1211.7	99778560
4950	1000	35	70	50.	51.87	95969280
4950	1000	35	1000	1180.	1181.7	95293440
4850	1000	36	72	50.	51.43	91299840
4850	1000	36	1000	1133.	1135.06	90624000
4750	1000	36	72	47.	48.95	86016000
4750	1000	36	1000	1084.	1085.76	86446080
4650	1000	37	74	45.	46.16	84725760
4650	1000	37	1000	1088.	1090.3	85155840
4550	1000	37	74	43.	44.62	80670720
4550	1000	37	1000	1076.	1078.13	81162240
4450	1000	37	74	40.	41.83	76308480
4450	1000	37	1000	1017.	1018.23	76615680
4350	1000	38	76	41.	42.19	72376320
4350	1000	38	1000	975.	976.68	72437760
4250	1000	38	76	41.	42.34	71086080
4250	1000	38	1000	898.	900.06	71147520
4150	1000	39	78	40.	41.08	67092480
4150	1000	39	1000	852.	854.21	66539520
4050	1000	39	78	38.	38.9	63283200
4050	1000	39	1000	819.	820.62	62545920
4000	1000	39	78	35.	36.28	63221760
4000	1000	39	1000	802.	799.53	63283200
3950	1000	40	80	36.	37.55	61132800
3950	1000	40	1000	795.	796.38	61255680
3900	1000	40	80	34.	34.8	59166720
3900	1000	40	1000	736.	737.02	59289600
3850	1000	40	80	33.	34.27	57384960
3850	1000	40	1000	740.	740.93	57507840
3800	1000	40	80	32.	33.46	55480320
3800	1000	40	1000	694.	693.99	55726080
3750	1000	41	82	34.	35.39	55787520
3750	1000	41	1000	704.	705.81	55971840
3700	1000	41	82	33.	34.35	53882880
3700	1000	41	1000	682.	682.42	54128640
3650	1000	41	82	32.	33.48	52285440
3650	1000	41	1000	658.	659.69	52469760
3600	1000	42	84	32.	33.16	50380800
3600	1000	42	1000	648.	649.17	50135040
3550	1000	42	84	31.	31.81	48783360
3550	1000	42	1000	623.	624.14	48537600
3500	1000	42	84	31.	31.22	48660480
3500	1000	42	1000	468.	468.59	48353280
3450	1000	42	84	26.	27.16	46940160
3450	1000	42	1000	434.	435.09	46755840
3400	1000	43	86	27.	27.08	45096960
3400	1000	43	1000	413.	414.66	45096960
3350	1000	43	86	25.	26.28	43438080
3350	1000	43	1000	395.	396.25	43499520
3300	1000	43	86	29.	30.05	43130880
3300	1000	43	1000	527.	527.37	43192320
3250	1000	44	88	30.	31.36	41656320
3250	1000	44	1000	498.	498.23	41717760
3200	1000	44	88	27.	27.87	40058880
3200	1000	44	1000	489.	489.44	40120320
3150	1000	44	88	25.	25.09	39751680
3150	1000	44	1000	263.	263.16	39567360
3100	1000	45	90	23.	24.08	38092800
3100	1000	45	1000	354.	354.47	37969920
3050	1000	45	90	23.	23.25	36679680
3050	1000	45	1000	242.	243.55	36495360
3000	1000	46	92	26.	26.69	36065280
3000	1000	46	1000	414.	414.17	36126720
2950	1000	46	92	23.	23.16	34590720
2950	1000	46	1000	388.	387.85	34713600
2900	1000	46	92	22.	22.73	33116160
2900	1000	46	1000	370.	369.83	33177600
2850	1000	47	94	20.	20.73	32440320
2850	1000	47	1000	202.	202.94	32686080
2800	1000	47	94	21.	21.39	31272960
2800	1000	47	1000	141.	141.55	31150080
2750	1000	48	96	20.	20.18	29921280
2750	1000	48	1000	143.	143.7	29736960
2700	1000	48	96	21.	22.37	29306880
2700	1000	48	1000	291.	291.14	29184000
2650	1000	49	98	22.	22.68	27893760
2650	1000	49	1000	279.	279.05	27893760
2600	1000	49	98	20.	19.69	26542080
2600	1000	49	1000	250.	249.11	26603520
2500	1000	50	100	17.	17.4	24821760
2500	1000	50	1000	95.	94.91	24698880
2400	1000	51	102	17.	17.3	22917120
2400	1000	51	1000	254.	254.68	22855680
2300	1000	52	104	16.	15.94	21073920
2300	1000	52	1000	80.	80.15	21012480
