
20	1000	564	1128	0.	0.05	61440
20	1000	564	1000	0.	0.05	61440
30	1000	460	920	0.	0.1	61440
30	1000	460	1000	0.	0.09	61440
40	1000	399	798	0.	0.14	61440
40	1000	399	1000	0.	0.14	61440
50	1000	356	712	0.	0.21	61440
50	1000	356	1000	1.	0.2	61440
60	1000	325	650	0.	0.3	61440
60	1000	325	1000	0.	0.28	61440
70	1000	301	602	1.	0.39	61440
70	1000	301	1000	0.	0.38	61440
80	1000	282	564	1.	0.48	122880
80	1000	282	1000	0.	0.48	122880
90	1000	266	532	1.	0.53	122880
90	1000	266	1000	0.	0.57	122880
100	1000	252	504	1.	0.62	122880
100	1000	252	1000	0.	0.67	122880
110	1000	240	480	1.	0.73	122880
110	1000	240	1000	1.	0.79	122880
120	1000	230	460	1.	0.85	122880
120	1000	230	1000	1.	0.91	122880
130	1000	221	442	1.	0.91	184320
130	1000	221	1000	1.	1.02	184320
140	1000	213	426	1.	1.01	184320
140	1000	213	1000	1.	1.14	184320
150	1000	206	412	1.	1.12	184320
150	1000	206	1000	1.	1.27	184320
160	1000	199	398	1.	1.22	184320
160	1000	199	1000	2.	1.44	184320
170	1000	193	386	1.	1.33	245760
170	1000	193	1000	2.	1.56	245760
180	1000	188	376	1.	1.43	245760
180	1000	188	1000	2.	1.71	245760
190	1000	183	366	2.	1.53	245760
190	1000	183	1000	1.	1.87	245760
200	1000	178	356	2.	1.66	245760
200	1000	178	1000	2.	2.04	245760
210	1000	174	348	2.	1.94	307200
210	1000	174	1000	3.	2.62	307200
220	1000	170	340	2.	1.96	307200
220	1000	170	1000	2.	2.45	307200
230	1000	166	332	2.	2.07	307200
230	1000	166	1000	3.	2.66	307200
240	1000	162	324	2.	2.22	368640
240	1000	162	1000	3.	2.95	368640
250	1000	159	318	2.	2.37	368640
250	1000	159	1000	4.	3.06	368640
260	1000	156	312	2.	2.55	368640
260	1000	156	1000	3.	3.37	368640
270	1000	153	306	3.	2.65	430080
270	1000	153	1000	4.	3.53	430080
280	1000	150	300	3.	2.88	430080
280	1000	150	1000	3.	3.83	430080
290	1000	148	296	3.	2.93	491520
290	1000	148	1000	4.	4.08	430080
300	1000	145	290	4.	3.09	491520
300	1000	145	1000	4.	4.28	491520
310	1000	143	286	3.	3.26	552960
310	1000	143	1000	5.	4.62	552960
320	1000	141	282	3.	3.41	552960
320	1000	141	1000	5.	4.97	552960
330	1000	138	276	4.	3.44	552960
330	1000	138	1000	5.	5.09	552960
340	1000	136	272	3.	3.66	614400
340	1000	136	1000	6.	5.43	614400
