
500	1000	79	158	117.	113.26	9031680	0.117	0.11326	
500	1000	112	224	41.	40.41	5898240	0.041	0.04041	
500	1000	138	276	53.	52.79	5468160	0.053	0.05279	
1000	1000	56	112	637.	636.94	43192320	0.637	0.63694	
1000	1000	79	158	130.	130.05	22179840	0.13	0.13005	
1000	1000	97	194	160.	160.45	19046400	0.16	0.16045	
1500	1000	46	92	1996.	1990.73	116367360	1.996	1.99073	
1500	1000	65	130	294.	293.18	49152000	0.294	0.29318	
1500	1000	79	158	316.	315.48	39075840	0.316	0.31548	
