
20	1000	399	798	1.	0.05	61440
20	1000	564	1128	0.	0.04	61440
20	1000	691	1382	0.	0.05	61440
30	1000	325	650	0.	0.08	61440
30	1000	460	920	0.	0.1	61440
30	1000	564	1128	0.	0.1	61440
40	1000	282	564	0.	0.11	61440
40	1000	399	798	0.	0.14	61440
40	1000	488	976	0.	0.16	61440
50	1000	252	504	1.	0.16	61440
50	1000	356	712	0.	0.21	61440
50	1000	437	874	0.	0.25	61440
60	1000	230	460	0.	0.23	61440
60	1000	325	650	1.	0.3	61440
60	1000	399	798	0.	0.35	61440
70	1000	213	426	0.	0.3	61440
70	1000	301	602	1.	0.38	61440
70	1000	369	738	0.	0.47	122880
80	1000	199	398	1.	0.38	61440
80	1000	282	564	0.	0.48	122880
80	1000	345	690	1.	0.61	122880
90	1000	188	376	0.	0.4	122880
90	1000	266	532	1.	0.53	122880
90	1000	325	650	0.	0.66	122880
100	1000	178	356	1.	0.47	122880
100	1000	252	504	1.	0.62	122880
100	1000	309	618	0.	0.75	122880
110	1000	170	340	1.	0.54	122880
110	1000	240	480	1.	0.73	122880
110	1000	294	588	0.	0.85	122880
120	1000	162	324	1.	0.62	122880
120	1000	230	460	1.	0.85	122880
120	1000	282	564	1.	1.01	184320
130	1000	156	312	1.	0.69	184320
130	1000	221	442	1.	0.91	184320
130	1000	271	542	1.	1.11	184320
140	1000	150	300	0.	0.76	184320
140	1000	213	426	1.	1.	184320
140	1000	261	522	2.	1.21	184320
150	1000	145	290	1.	0.83	184320
150	1000	206	412	1.	1.12	184320
150	1000	252	504	1.	1.33	184320
160	1000	141	282	1.	0.91	184320
160	1000	199	398	1.	1.22	184320
160	1000	244	488	2.	1.54	184320
170	1000	136	272	1.	0.97	184320
170	1000	193	386	1.	1.32	245760
170	1000	237	474	2.	1.67	245760
180	1000	133	266	1.	1.07	245760
180	1000	188	376	1.	1.43	245760
180	1000	230	460	2.	1.82	245760
190	1000	129	258	1.	1.13	245760
190	1000	183	366	2.	1.52	245760
190	1000	224	448	2.	1.91	307200
200	1000	126	252	1.	1.24	245760
200	1000	178	356	2.	1.64	245760
200	1000	218	436	2.	2.73	307200
210	1000	123	246	2.	1.74	307200
210	1000	174	348	2.	1.82	307200
210	1000	213	426	2.	2.28	307200
220	1000	120	240	2.	1.45	307200
220	1000	170	340	2.	1.95	307200
220	1000	208	416	2.	2.44	368640
230	1000	117	234	2.	1.57	307200
230	1000	166	332	2.	2.11	307200
230	1000	203	406	2.	2.62	368640
240	1000	115	230	2.	1.76	368640
240	1000	162	324	2.	2.23	368640
240	1000	199	398	3.	2.72	368640
250	1000	112	224	2.	1.75	368640
250	1000	159	318	2.	2.37	368640
250	1000	195	390	3.	2.86	430080
260	1000	110	220	2.	1.86	368640
260	1000	156	312	2.	2.55	368640
260	1000	191	382	3.	3.11	430080
270	1000	108	216	2.	1.96	430080
270	1000	153	306	2.	2.66	430080
270	1000	188	376	3.	3.22	430080
280	1000	106	212	3.	2.11	430080
280	1000	150	300	3.	2.89	430080
280	1000	184	368	3.	3.48	491520
290	1000	104	208	2.	2.17	430080
290	1000	148	296	3.	2.97	491520
290	1000	181	362	4.	3.66	491520
300	1000	103	206	2.	2.29	491520
300	1000	145	290	3.	3.1	491520
300	1000	178	356	4.	3.75	552960
310	1000	101	202	2.	2.41	491520
310	1000	143	286	4.	3.28	552960
310	1000	175	350	4.	4.05	552960
320	1000	99	198	2.	2.54	552960
320	1000	141	282	4.	3.43	552960
320	1000	172	344	4.	4.2	552960
330	1000	98	196	3.	2.64	552960
330	1000	138	276	3.	3.47	552960
330	1000	170	340	4.	4.35	614400
340	1000	96	192	3.	2.77	614400
340	1000	136	272	4.	3.67	614400
340	1000	167	334	4.	4.51	614400
350	1000	95	190	3.	2.84	614400
350	1000	134	268	4.	3.69	614400
350	1000	165	330	5.	4.7	675840
360	1000	94	188	3.	2.97	675840
360	1000	133	266	4.	3.87	675840
360	1000	162	324	4.	4.8	675840
370	1000	92	184	3.	3.1	675840
370	1000	131	262	4.	4.07	737280
370	1000	160	320	5.	5.09	737280
380	1000	91	182	3.	3.18	737280
380	1000	129	258	4.	4.19	737280
380	1000	158	316	5.	5.18	737280
390	1000	90	180	4.	3.27	737280
390	1000	127	254	4.	4.33	798720
390	1000	156	312	5.	5.35	798720
400	1000	89	178	4.	3.41	798720
400	1000	126	252	4.	4.52	798720
400	1000	154	308	6.	5.56	798720
410	1000	88	176	3.	3.5	798720
410	1000	124	248	5.	4.67	860160
410	1000	152	304	6.	5.65	860160
420	1000	87	174	3.	3.64	860160
420	1000	123	246	5.	4.83	860160
420	1000	150	300	6.	5.91	921600
430	1000	86	172	4.	3.75	921600
430	1000	121	242	5.	4.99	921600
430	1000	149	298	6.	6.2	983040
440	1000	85	170	4.	3.86	921600
440	1000	120	240	5.	5.09	921600
440	1000	147	294	6.	6.34	983040
450	1000	84	168	4.	3.95	983040
450	1000	118	236	6.	5.23	983040
450	1000	145	290	6.	6.44	983040
460	1000	83	166	4.	4.09	1044480
460	1000	117	234	5.	5.39	1044480
460	1000	144	288	6.	6.64	1044480
470	1000	82	164	4.	4.21	1044480
470	1000	116	232	6.	5.54	1044480
470	1000	142	284	7.	6.83	1105920
480	1000	81	162	4.	4.33	1105920
480	1000	115	230	6.	5.74	1105920
480	1000	141	282	7.	6.92	1167360
490	1000	80	160	4.	4.42	1105920
490	1000	114	228	6.	5.88	1167360
490	1000	139	278	7.	7.07	1167360
500	1000	79	158	5.	4.5	1167360
500	1000	112	224	6.	5.92	1167360
500	1000	138	276	7.	7.21	1228800
510	1000	79	158	5.	4.63	1228800
510	1000	111	222	6.	6.04	1228800
510	1000	136	272	7.	7.36	1228800
520	1000	78	156	5.	4.69	1228800
520	1000	110	220	6.	6.14	1290240
520	1000	135	270	7.	7.53	1290240
530	1000	77	154	5.	4.85	1290240
530	1000	109	218	7.	6.35	1351680
530	1000	134	268	7.	7.75	1351680
540	1000	76	152	5.	4.88	1351680
540	1000	108	216	7.	6.38	1351680
540	1000	133	266	8.	7.88	1413120
550	1000	76	152	5.	4.98	1351680
550	1000	107	214	6.	6.54	1413120
550	1000	131	262	8.	8.01	1474560
560	1000	75	150	5.	5.1	1413120
560	1000	106	212	7.	6.69	1474560
560	1000	130	260	8.	8.19	1474560
570	1000	74	148	5.	5.2	1474560
570	1000	105	210	7.	6.81	1536000
570	1000	129	258	9.	8.31	1536000
580	1000	74	148	5.	5.35	1536000
580	1000	104	208	7.	6.93	1536000
580	1000	128	256	8.	8.54	1597440
590	1000	73	146	6.	5.43	1597440
590	1000	103	206	7.	7.05	1597440
590	1000	127	254	9.	8.66	1597440
600	1000	72	144	5.	5.52	1597440
600	1000	103	206	7.	7.35	1658880
600	1000	126	252	9.	8.98	1658880
610	1000	72	144	6.	5.64	1658880
610	1000	102	204	8.	7.4	1720320
610	1000	125	250	9.	9.1	1720320
620	1000	71	142	5.	5.76	1720320
620	1000	101	202	8.	7.58	1781760
620	1000	124	248	9.	9.32	1781760
630	1000	71	142	6.	5.92	1781760
630	1000	100	200	8.	7.59	1781760
630	1000	123	246	9.	9.44	1843200
640	1000	70	140	6.	6.	1843200
640	1000	99	198	8.	7.79	1843200
640	1000	122	244	10.	9.62	1904640
650	1000	69	138	6.	6.04	1843200
650	1000	98	196	8.	7.91	1904640
650	1000	121	242	10.	9.77	1966080
660	1000	69	138	6.	6.2	1904640
660	1000	98	196	8.	8.16	1966080
660	1000	120	240	10.	9.97	2027520
670	1000	68	136	6.	6.27	1966080
670	1000	97	194	8.	8.25	2027520
670	1000	119	238	11.	10.15	2027520
680	1000	68	136	6.	6.41	2027520
680	1000	96	192	8.	8.35	2088960
680	1000	118	236	11.	10.18	2088960
690	1000	67	134	6.	6.64	2088960
690	1000	96	192	9.	8.74	2150400
690	1000	117	234	11.	10.6	2150400
700	1000	67	134	6.	6.68	2150400
700	1000	95	190	9.	8.65	2150400
700	1000	116	232	11.	10.58	2211840
710	1000	66	132	6.	6.66	2211840
710	1000	94	188	9.	8.79	2273280
710	1000	116	232	11.	10.78	2334720
720	1000	66	132	7.	6.84	2273280
720	1000	94	188	9.	9.09	2334720
720	1000	115	230	11.	11.15	2334720
730	1000	66	132	7.	6.92	2334720
730	1000	93	186	9.	9.11	2396160
730	1000	114	228	11.	11.13	2396160
740	1000	65	130	7.	7.03	2396160
740	1000	92	184	9.	9.22	2396160
740	1000	113	226	11.	11.3	2457600
750	1000	65	130	7.	7.2	2457600
750	1000	92	184	10.	9.52	2519040
750	1000	112	224	11.	11.6	2519040
760	1000	64	128	7.	7.19	2519040
760	1000	91	182	10.	9.5	2580480
760	1000	112	224	12.	11.69	2580480
770	1000	64	128	7.	7.32	2580480
770	1000	90	180	9.	9.53	2580480
770	1000	111	222	11.	11.76	2641920
780	1000	63	126	8.	7.41	2641920
780	1000	90	180	9.	9.7	2641920
780	1000	110	220	12.	11.87	2703360
790	1000	63	126	8.	7.59	2703360
790	1000	89	178	10.	9.88	2703360
790	1000	109	218	12.	12.14	2764800
800	1000	63	126	8.	7.72	2764800
800	1000	89	178	10.	10.08	2826240
800	1000	109	218	12.	12.37	2826240
810	1000	62	124	8.	7.82	2826240
810	1000	88	176	10.	10.14	2887680
810	1000	108	216	13.	12.5	2887680
820	1000	62	124	8.	7.95	2887680
820	1000	88	176	10.	10.36	2949120
820	1000	107	214	13.	12.52	2949120
830	1000	61	122	8.	8.02	2949120
830	1000	87	174	10.	10.47	3010560
830	1000	107	214	13.	12.86	3010560
840	1000	61	122	8.	8.12	3010560
840	1000	87	174	11.	10.63	3072000
840	1000	106	212	13.	12.92	3072000
850	1000	61	122	8.	8.3	3072000
850	1000	86	172	11.	10.7	3133440
850	1000	106	212	13.	13.21	3194880
860	1000	60	120	8.	8.37	3194880
